Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Youth/Adult Skate/Bike,"Adult Skate Boarding, The Cove, Skate Board, BMX","Skate Park, Adult Annual Pass, Non-Residents",154,,,,,,Non-Residents - Adult,A fee will be assessed to cover supplies and a portion of administrative expenses.,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Adult Fitness,"Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room","Memorial Park Fitness Room Fees
 - Residents, Per Entry",3,,per entry residents,,,,Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Adult Fitness,"Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room","Memorial Park Fitness Room Fees
 - Non-Residents, Per Entry",4,,per entry non-residents,,,,Non-Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Public Works,Resource Recovery & Recycling,Purchases,,"composting, food waste, green waste, worms",Sale of Composting Bins,12.3,,plus bin ,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Adult Fitness,"Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room","Memorial Park Fitness Room Fees
 - 4 - Week Pass, Non-Residents",32,,4 week pass - Non-Resident,,,,Non-Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,"Memorial Park Fitness Room Fees
 - Residents, Per Entry","Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room",,"Memorial Park Fitness Room Fees
 - Seniors, Residents, Per Entry",1.5,,per entry residents,,,,Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,"Memorial Park Fitness Room Fees
 - Non-Residents, Per Entry","Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room",,"Memorial Park Fitness Room Fees - Seniors, Non-Residents, Per Entry",2,,per entry non-residents,,,,Non-Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,"Memorial Park Fitness Room Fees
 - 4 - Week Pass, Residents","Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room",,"Memorial Park Fitness Room Fees
 - Seniors, 4 - Week Pass, Residents",12,,4 week pass - resident,,,,Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,"Memorial Park Fitness Room Fees
 - 4 - Week Pass, Non-Residents","Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room",,"Memorial Park Fitness Room Fees - Seniors, 4 - Week Pass, Non-Residents",16,,4 week pass - Non-Resident,,,,Non-Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Adult Fitness,"Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room","Memorial Park Fitness Room Fees
 - Personal Training Permit, 1 - 2 Clients",10,,per hour - personal training permit,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Planning and Community Development,Mobility and Traffic Management,Permits,,"house moving, house movers, ",House Moving,540.16,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Adult Fitness,"Adult Fitness Gym, Fitness, Workout, Memorial Park Fitness Room","Memorial Park Fitness Room Fees
 - Personal Training Permit, 1 - 2 Clients",5,,per 1/2 hour - personal training permit,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Miscellaneous Fees,,"Membership card, activity passport, card replacement, Activity Passport Replacement Card Santa Monica Residents)","Activity Passport Replacement Card
 - Santa Monica Residents",1,,,,,,Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Miscellaneous Fees,,"Membership card, activity passport, card replacement, Activity Passport Replacement Card - Non Residents","Activity Passport Replacement Card
 - Non - Santa Monica Residents",2,,,,,,Non-Residents,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Miscellaneous Fees,,"Membership card, activity passport, card replacement, Activity Passport Replacement Card - SM Employee","Activity Passport Replacement Card
 - Employee Fitness Pass",1,,,,,,SM Workers,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Sports Facilities Rentals, Concession Stands, Snack Bar","Sports Facilities Rentals - Concession Stands, Memorial Park and Los Amigos Park, Youth Sports Holding Seasonal Permits",374,,per month,,,,,Rental rate not applicable for City programs.,,"<a href=""http://finance.smgov.net/fees-taxes/storage-facility-fee-notes"" target=""_blank"">Storage Facility fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Sports Facilities Rental, Storage, School Site Storage, Storage Fee","Storage Facilities, Parks and School Sites, Youth Sports Groups and Private Schools Holding Seasonal Permits",1.04,,per square foot per month,,,,,Rental rate not applicable for City programs.,,"<a href=""http://finance.smgov.net/fees-taxes/storage-facility-fee-notes"" target=""_blank"">Storage Facility fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Euclid Park","Facility Filming Rental - Motion, Euclid Park, East or West Room",390.45,,,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Douglas Park","Facility Filming Rental - Motion, Douglas Park, Club House",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Joslyn Park ","Facility Filming Rental - Motion, Joslyn Park,  Craft Room",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Planning and Community Development,Mobility and Traffic Management,Permits,,"building permit, permit submittal, permit review, construction, plan review",Standard Plan Check - Parking and On-site Construction Design: 3-20 Parking Spaces,1659.63,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Memorial Park","Facility Filming Rental - Motion, Memorial Park, CAB 1/3",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Memorial Park","Facility Filming Rental - Motion, Memorial Park, Craft Room",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Reed Park, Lincoln Park, Joslyn Hall","Facility Filming Rental - Motion, Reed Park, Aud. East or Aud. West",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Reed Park, Lincoln Park","Facility Filming Rental - Motion, Reed Park, Card Room",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, 1450 Ocean, Senior Recreation Center","Facility Filming Rental - Motion, Senior Rec. Cntr, Patio",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Public Works,Water,Services,,"Wastewater, Storm Drain, Dye Test",Storm Dye Test (per test),455.17,,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Virginia Avenue Park, VAP, Senior Recreation Center","Facility Filming Rental - Motion, Virginia Avenue Park, Meeting Rm",390.45,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"Meeting Room, Facility, Reservations, Park, Auditorium, Multi-purpose room, Center, Community Center, Community Room, Filming, Joslyn Park ","Facility Filming Rental - Motion, Joslyn Park, Auditorium",559.17,,Daily,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/sports-facilities-rental-fee-notes"" target=""_blank"">Sports facilities rental fee notes</a>"
