Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Swim lessons,"swim lessons, swim classes, swim instruction, adult/youth swim lessons","Community Aquatics
 - Youth Semi - Private Swim Lessons
 - Non-Residents",84.00,,per hour,,,,Non-Residents-Youth,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Jr. Lifeguard, Junior Lifeguard, Swim instructors assistants","Community Aquatics
 - Specialty Classes
 - Junior Lifeguard Program
 - Residents",84.00,,,,,,Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Jr. Lifeguard, Junior Lifeguard, Swim instructors assistants","Community Aquatics
 - Specialty Classes
 - Junior Lifeguard Program
 - Non-Residents",115.00,,,,,,Non-Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Lifeguard training, Lifeguard certification class, lifeguard class, lifeguard","Community Aquatics
 - Specialty Classes
 - Lifeguard Training
 - Residents",200.00,,,,,,Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"Lifeguard training, Lifeguard certification class, lifeguard class, lifeguard","Community Aquatics
 - Specialty Classes
 - Lifeguard Training
 - Non-Residents",235.00,,,,,,Non-Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"WSI class, lifeguard, swim instructor, certification","Community Aquatics
 - Specialty Classes
 - Water Safety Instructor
 - Residents",250.00,,,,,,Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"WSI class, lifeguard, swim instructor, certification","Community Aquatics
 - Specialty Classes
 - Water Safety Instructor
 - Non-Residents",285.00,,,,,,Non-Residents,A $35.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"goggles, swim caps, swim equipment",Aquatics Supplies Fees,,actual cost,,,,,,Fees will be assessed to cover the actual cost of the items and a portion of the administrative expenses.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"swim team, city swim team, novice swim team, sharks, youth swimming, youth swim team","Community Aquatics
 - Shark Youth Swim Team
 - Residents",127.00,,per session,,,,Residents,A $5.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"swim team, city swim team, novice swim team, sharks, youth swimming, youth swim team","Community Aquatics
 - Shark Youth Swim Team
 - Non-Residents",180.00,,per session,,,,Non-Residents,A $5.00 material fee will be assessed.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 -  Adult
 - Residents",5.50,,,,,,Residents-Adult,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult
 - Non-Residents",11.00,,,,,,Non-Residents-Adult,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult Fitness Class Pass
 - Residents",48.00,,,,,,Residents-Adult,"Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult Fitness Class Pass
 - Non-Residents",96.00,,,,,,Non-Residents-Adult,"Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student
 - Residents",2.75,,,,,,Residents-Senior/Student,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student 
 - Non-Residents",5.50,,,,,,Non-Residents-Senior/Student,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student  Fitness Pass
 - Residents",24.00,,,,,,Residents-Senior/Student,"Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student  Fitness Pass
 - Non-Residents",48.00,,,,,,Non-Residents-Senior/Student,"Passes are good for 10 classes, and are non-refundable, non - transferable and non - interchangeable.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Youth",1.50,,,,,,Residents-Youth,"The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Adult",3.00,,,,,,Residents-Adult,"Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Seniors",1.50,,,,,,Residents-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Youth",1.50,,,,,,Non-Residents-Youth,"The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Adult",4.50,,,,,,Non-Residents-Adult,"Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Seniors",3.00,,,,,,Non-Residents-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Quarterly Passes, Youth",15.00,,,,,,Residents-Youth,"The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Gym,"basketball, volleyball, open gym","basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Quarterly Passes, Adult",33.00,,,,,,Residents-Adult,"Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"">Community and Cultural Services fee notes</a>"
