Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult
 - Non-Residents",11,,,,,,Non-Residents-Adult,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aerobics, adult swim class, swimming training, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult Fitness Class Pass
 - Residents",48,,,,,,Residents-Adult,"
Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"adult workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Adult Fitness Class Pass
 - Non-Residents",96,,,,,,Non-Residents-Adult,"
Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student
 - Residents",2.75,,,,,,Residents-Senior/Student,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student 
 - Non-Residents",5.5,,,,,,Non-Residents-Senior/Student,,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student  Fitness Pass
 - Residents",24,,,,,,Residents-Senior/Student," Passes are good for 10 classes, and are non - refundable, non - transferable and non - interchangeable.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Specialty classes,"senior workout, aqua aerobics, aerobics, adult swim class, swim conditioning, water exercise, fitness","Community Aquatics
 - Fitness Classes: Shallow or Deep Water Wet Workout/Aqua Aerobics and Fitness Classes
 - Senior/Student  Fitness Pass
 - Non-Residents",48,,,,,,Non-Residents-Senior/Student,"
Passes are good for 10 classes, and are non-refundable, non - transferable and non - interchangeable.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Youth",1.5,,,,,,Residents-Youth,"The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Adult",3,,,,,,Residents-Adult,"
Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.  
",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Public Works,Water,Services,,"Wastewater, Storm Drain, Pipe",Storm Drain Pipe Installation/Connection,497.85,,per install,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Daily Use Pass, Seniors",1.5,,,,,,Residents-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Youth",1.5,,,,,,Non-Residents-Youth,"The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Adult",4.5,,,,,,Non-Residents-Adult," Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Daily Use Pass, Seniors",3,,,,,,Non-Residents-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Quarterly Passes, Youth",15,,,,,,Residents-Youth,"
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Quarterly Passes, Adult",33,,,,,,Residents-Adult,"Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Residents: Quarterly Passes, Seniors",16,,,,,,Residents-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Quarterly Passes, Youth",20,,,,,,Non-Residents-Youth,"
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Quarterly Passes, Adult",40,,,,,,Non-Residents-Adult," Adults (18 - 49 years old)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment.  ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Gym,"basketball, volleyball, open gym","Community Activities
 - Gym User Fee
 - Non-Residents: Quarterly Passes, Seniors",20,,,,,,Non-Resident-Seniors,"Seniors (50 and older)
The fees charged for gym use shall help offset the cost of staffing, lights, maintenance and equipment. ",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Tennis,"Tennis Courts, Reed park, Douglas, Marine, Memorial, Clover, Tennis Reservations, Court fees, Reservation fees, Instruction, instructors, lessons, Tournaments, Matches","Tennis Court Reservation Rate
 - Residents Hourly (payable in advance)",3.25,,"per person, per hour, per court",,,,Residents,Tennis Court Reservation Rate: City park and Santa Monica High School Courts when used by the City pursuant to agreements with the Santa Monica-Malibu Unified School District are reserved.,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Tennis,"Tennis Courts, Reed park, Douglas, Marine, Memorial, Clover, Tennis Reservations, Court fees, Reservation fees, Instruction, instructors, lessons, Tournaments, Matches","Tennis Court Reservation Rate
 - Non-Residents Hourly",4,,"per person, per hour, per court",,,,Non-Residents,Tennis Court Reservation Rate: City park and Santa Monica High School Courts when used by the City pursuant to agreements with the Santa Monica-Malibu Unified School District are reserved.,,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Public Works,Resource Recovery & Recycling,Rentals,,"rental, truck, events, parties",Event Rental/Party Truck (2 hour minimum/4 hour maximum),95.51,,per hour,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Tennis,"Tennis Courts, Reed park, Douglas, Marine, Memorial, Clover, Tennis Reservations, Court fees, Reservation fees, Instruction, instructors, lessons, Tournaments, Matches","Tennis Court Reservation Rate - Residents Quarterly Passes, Youth",20,,quarterly,,,,Residents-Youth,"Youth (17 years and under). Quarterly passes are valid for 91 days from the date of Purchase. 
Tennis Court Reservation Rate: City park and Santa Monica High School Courts when used by the City pursuant to agreements with the Santa Monica-Malibu Unified School District are reserved.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Tennis,"Tennis Courts, Reed park, Douglas, Marine, Memorial, Clover, Tennis Reservations, Court fees, Reservation fees, Instruction, instructors, lessons, Tournaments, Matches","Tennis Court Reservation Rate
 - Residents Quarterly Passes, Adult",60,,quarterly,,,,Residents-Adult,"Adults (18 years - 59 years). Quarterly passes are valid for 91 days from the date of Purchase. 
Tennis Court Reservation Rate: City park and Santa Monica High School Courts when used by the City pursuant to agreements with the Santa Monica-Malibu Unified School District are reserved.",,"<a href=""http://finance.smgov.net/fees-taxes/community-cultural-services-programs-fee-notes"" target=""_blank"">Community and Cultural Services fee notes</a>"
