Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,City Planning/Development Review,Permit Entitlement,,Waiver of parcel map requirements,Waiver of Parcel Map,"2,797.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Permit Entitlement,,,Waiver - Zoning Ordinance,"4,894.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Memorandum,,Review of a property for zoning compliance,Zoning Conformance Review: Zoning Compliance Letter,"1,282.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Business License,,Full review of Business License application,Business License Planning Review,105.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Business License,,Full review of Home Occupation Business License application,Business License Planning Review:  Home Occupation,53.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Documents,,Document establishing certain restrictions on the title of a property related to an approved land use,Deed Restriction,816.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Permit Entitlement,,Re-occupancy of previously vacated rental properties under the Ellis Act,Occupancy Permit,"2,564.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Applications,,Conceptual project approvals for submission to the Coastal Commission,Coastal Zone Approval in Concept,175.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,CEQA,,Required CEQA review for discretionary planning applications,Environmental Exemptions - Class 32,"9,554.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Miscellaneous Fees,,,Environmental Exemptions - TPP/Class 31,"2,123.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,CEQA,,Required CEQA review for discretionary planning applications,Environmental  Negative Declaration - Negative Declaration,"64,907.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,CEQA,,Required CEQA review for discretionary planning applications,Environmental - Noticing,"2,685.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,CEQA,,Required CEQA review for discretionary planning applications,Environmental Impact Report Review (per hour-charged against an initial deposit of 37% of consultant contract.,,"25% of consultant contract up to $175,000; 30% of consultant contract over $175,000.",per hour,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Miscellaneous Fees,,,Downtown Community Plan/Luce,,3.7% of permit,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Miscellaneous Fees,,,6409 Review - Telecom,"1,282.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Reviews,,Review of a project prior to formal application submittal,Presubmittals,"1,049.00",,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Documents,,Required mailing labels for Code required public noticing for discretionary permits,Mailing Label,156.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Plan Checks,,Planning Plan Check of building permit applications,"Planning Plan Check, per plan (first three reviews)","1,145.00",,per plan,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Plan Checks,,Planning Plan Check of building permit applications after 3 reviews,"Planning Plan Check, per hour (after first three reviews)",233.00,,per hour,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Plan Checks,,Planning Plan Check of building permit applications - revisions and re-stamps,"Planning Plan Check, per hour-plan revisions, restamping plans, and permit renewals",233.00,,per hour,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Plan Checks,,Planning Plan Check of building permit applications - per hour rate,"Planning Plan Check, per hour, plan checks not otherwise classified.",233.00,,per hour,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Traffic Study,,,Traffic Study - Without Model Run,"22,482.00",,,,,,,,,
Planning and Community Development,City Planning/Development Review,Traffic Study,,,Traffic Study - With Model Run,"44,964.00",,,,,,,,,
Planning and Community Development,City Planning/Development Review,Plan Checks,,Planning Plan Check of building permits applications - over the counter,"Planning Plan Check, over the counter",117.00,,,,,,,,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/planning-community-development-fee-notes"">Planning and Community Development fee notes</a>"
Planning and Community Development,City Planning/Development Review,Miscellaneous Fees,,,Travel Demand Forecasting Model (TDFM),,.7% of permit,,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Santa Monica Based, Short Course",5.00,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Non SM Based/2,000 hours annually, Short Course",7.50,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Youth Aquatics Program, Non - Santa Monica Based, Short Course",10.00,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Santa Monica Based , Short Course",8.75,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"">Swim Center fee notes</a>"
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Rentals and Reservations,"pool rental, lane rental, swim team rental, rental, rent pool","Santa Monica Swim Center - Rental Charges, Non-Profit Adult Aquatics Program and Private Schools, Non SM Based/2,000 hours annually, Short Course",13.00,,per lane per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,,"<a target=""_blank"" href=""http://finance.smgov.net/fees-taxes/swim-center-fee-notes"">Swim Center fee notes</a>"
